Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID (mapped data supplied by NCBI)	UniProt ID (mapped data supplied by UniProt)
DGKQ	diacylglycerol kinase, theta 110kDa	DAGK4	DAGK, DAGK7	1609	P52824
DGKZ	diacylglycerol kinase, zeta		DAGK5, hDGKzeta, DGK-ZETA, DAGK6	8525	Q13574
DGKZP1	diacylglycerol kinase, zeta pseudogene 1			400126	
DGUOK	deoxyguanosine kinase		dGK	1716	Q16854
DGUOK-AS1	DGUOK antisense RNA 1			100874048	
DHCR7	7-dehydrocholesterol reductase	SLOS		1717	Q9UBM7
DHCR24	24-dehydrocholesterol reductase		KIAA0018, seladin-1	1718	Q15392
DHDDS	dehydrodolichyl diphosphate synthase		HDS, FLJ13102, DS	79947	Q86SQ9
DHDH	dihydrodiol dehydrogenase (dimeric)		HUM2DD	27294	Q9UQ10
DHFR	dihydrofolate reductase			1719	P00374
DHFRL1	dihydrofolate reductase-like 1	DHFRP4	FLJ16119	200895	Q86XF0
DHFRP1	dihydrofolate reductase pseudogene 1			573971	
DHFRP2	dihydrofolate reductase pseudogene 2			729816	
DHH	desert hedgehog		HHG-3, MGC35145	50846	O43323
DHODH	dihydroorotate dehydrogenase (quinone)			1723	Q02127
DHOF	dermal hypoplasia, focal				
DHPS	deoxyhypusine synthase		MIG13	1725	P49366
DHRS1	dehydrogenase/reductase (SDR family) member 1		FLJ25430, MGC20204, SDR19C1	115817	Q96LJ7
DHRS2	dehydrogenase/reductase (SDR family) member 2		HEP27, SDR25C1	10202	Q13268
DHRS3	dehydrogenase/reductase (SDR family) member 3		retSDR1, Rsdr1, SDR1, RDH17, SDR16C1	9249	O75911
DHRS4	dehydrogenase/reductase (SDR family) member 4		SCAD-SRL, SDR-SRL, humNRDR, FLJ11008, SDR25C2	10901	Q9BTZ2
DHRS4-AS1	DHRS4 antisense RNA 1	C14orf167	PRO1488, AS1DHRS4	55449	Q9P1J3
DHRS4L1	dehydrogenase/reductase (SDR family) member 4 like 1		SDR25C4	728635	P0CG22
DHRS4L2	dehydrogenase/reductase (SDR family) member 4 like 2		SDR25C3	317749	Q6PKH6
DHRS7	dehydrogenase/reductase (SDR family) member 7		retDSR4, SDR34C1	51635	Q9Y394
DHRS7B	dehydrogenase/reductase (SDR family) member 7B		DKFZp566O084, MGC8916, CGI-93, SDR32C1	25979	Q6IAN0
DHRS7C	dehydrogenase/reductase (SDR family) member 7C		SDR32C2	201140	A6NNS2
DHRS9	dehydrogenase/reductase (SDR family) member 9		RDHL, 3alpha-HSD, RETSDR8, RDH15, SDR9C4	10170	Q9BPW9
DHRS11	dehydrogenase/reductase (SDR family) member 11		MGC4172, SDR24C1	79154	Q6UWP2
DHRS12	dehydrogenase/reductase (SDR family) member 12		FLJ13639, SDR40C1	79758	A0PJE2
DHRS13	dehydrogenase/reductase (SDR family) member 13		MGC23280, SDR7C5	147015	Q6UX07
DHRSX	dehydrogenase/reductase (SDR family) X-linked		DHRS5X, DHRSXY, DHRSY, DHRS5Y, SDR46C1	207063	Q8N5I4
DHRSX-IT1	DHRSX intronic transcript 1 (non-protein coding)	DHRSXIT1	DHRSX-IT		
DHTKD1	dehydrogenase E1 and transketolase domain containing 1		KIAA1630, MGC3090, DKFZP762M115	55526	Q96HY7
DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	DDX8	HRH1, PRP22, PRPF22	1659	Q14562
DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	LKP, DDX9	RHA	1660	Q08211
DHX9P1	DEAH (Asp-Glu-Ala-His) box polypeptide 9 pseudogene 1	DDX9P, DHX9P		1661	
DHX15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	DDX15	HRH2, DBP1, PRP43, PrPp43p, PRPF43	1665	O43143
DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	DDX16	DBP2, Prp2, PRPF2	8449	O60231
DHX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	DDX29		54505	Q7Z478
DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	DDX30	KIAA0890, FLJ11214	22907	Q7L2E3
DHX32	DEAH (Asp-Glu-Ala-His) box polypeptide 32	DDX32	FLJ10889, FLJ10694, DHLP1	55760	Q7L7V1
DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	DDX33	FLJ21972, DKFZp762F2011	56919	Q9H6R0
DHX34	DEAH (Asp-Glu-Ala-His) box polypeptide 34	DDX34	KIAA0134	9704	Q14147
DHX35	DEAH (Asp-Glu-Ala-His) box polypeptide 35	C20orf15, DDX35	FLJ22759, KAIA0875	60625	Q9H5Z1
DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	DDX36	MLEL1, KIAA1488	170506	Q9H2U1
DHX37	DEAH (Asp-Glu-Ala-His) box polypeptide 37	DDX37	KIAA1517, MGC4322, MGC2695	57647	Q8IY37
DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	DDX38	PRP16, KIAA0224, hPrp16, PRPF16	9785	Q92620
DHX40	DEAH (Asp-Glu-Ala-His) box polypeptide 40	DDX40	ARG147, PAD, FLJ22060	79665	Q8IX18
DHX40P1	DEAH (Asp-Glu-Ala-His) box polypeptide 40 pseudogene 1	DHX40P			
DHX57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57		DDX57	90957	Q6P158
DHX58	DEXH (Asp-Glu-X-His) box polypeptide 58		LGP2, D11LGP2	79132	Q96C10
DIABLO	diablo, IAP-binding mitochondrial protein		SMAC, DIABLO-S, FLJ25049, FLJ10537, DFNA64	56616	Q9NR28
DIANPH	diabetic nephropathy			23771	
DIAPH1	diaphanous homolog 1 (Drosophila)	DFNA1	hDIA1, LFHL1	1729	O60610
DIAPH2	diaphanous homolog 2 (Drosophila)		POF, DIA, POF2, DIA2	1730	O60879
DIAPH2-AS1	DIAPH2 antisense RNA 1				
DIAPH3	diaphanous homolog 3 (Drosophila)	AUNA1	DRF3, FLJ34705, AN, NSDAN	81624	Q9NSV4
DIAPH3-AS1	DIAPH3 antisense RNA 1			100874195	
DIAPH3-AS2	DIAPH3 antisense RNA 2			100874196	
DICER1	dicer 1, ribonuclease type III		Dicer, KIAA0928, K12H4.8-LIKE, HERNA	23405	Q9UPY3
DICER1-AS1	DICER1 antisense RNA 1		FLJ45244, DICER1-AS	400242	
DIDO1	death inducer-obliterator 1	C20orf158, DATF1	DIO1, dJ885L7.8, FLJ11265, KIAA0333, DIO-1, BYE1	11083	Q9BTC0
DIEXF	digestive organ expansion factor homolog (zebrafish)	C1orf107	MGC29875, DEF, UTP25	27042	Q68CQ4
DIH1	diaphragmatic hernia 1		HCD	1732	
DIMT1	DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae)	DIMT1L	HSA9761	27292	Q9UNQ2
DIO1	deiodinase, iodothyronine, type I	TXDI1		1733	P49895
DIO2	deiodinase, iodothyronine, type II		TXDI2, SelY	1734	Q92813
DIO2-AS1	DIO2 antisense RNA 1			100628307	
DIO3	deiodinase, iodothyronine, type III	TXDI3		1735	P55073
DIO3OS	DIO3 opposite strand/antisense RNA (head to head)	C14orf134	NCRNA00041, DIO3-AS1	64150	
DIP2A	DIP2 disco-interacting protein 2 homolog A (Drosophila)	C21orf106	Dip2, KIAA0184	23181	Q14689
DIP2A-IT1	DIP2A intronic transcript 1 (non-protein coding)			100862692	
DIP2B	DIP2 disco-interacting protein 2 homolog B (Drosophila)		KIAA1463, FLJ34278	57609	Q9P265
DIP2C	DIP2 disco-interacting protein 2 homolog C (Drosophila)	KIAA0934		22982	Q9Y2E4
DIRAS1	DIRAS family, GTP-binding RAS-like 1		Di-Ras1, GBTS1, RIG	148252	O95057
DIRAS2	DIRAS family, GTP-binding RAS-like 2		Di-Ras2, DKFZp761C07121	54769	Q96HU8
DIRAS3	DIRAS family, GTP-binding RAS-like 3	ARHI	NOEY2	9077	O95661
DIRC1	disrupted in renal carcinoma 1			116093	Q969H9
DIRC2	disrupted in renal carcinoma 2		FLJ14784, RCC4	84925	Q96SL1
DIRC3	disrupted in renal carcinoma 3		FLJ14199	729582	
DIS3	DIS3 mitotic control homolog (S. cerevisiae)	KIAA1008	dis3p, RRP44, EXOSC11	22894	Q9Y2L1
DIS3L	DIS3 mitotic control homolog (S. cerevisiae)-like		MGC4562, FLJ38088, KIAA1955	115752	Q8TF46
DIS3L2	DIS3 mitotic control homolog (S. cerevisiae)-like 2	FAM6A	FLJ36974, MGC42174	129563	Q8IYB7
DIS3L2P1	DIS3 mitotic control homolog (S. cerevisiae)-like 2 pseudogene 1	FAM6B, DIS3L2P		282697	
DISC1	disrupted in schizophrenia 1			27185	Q9NRI5
DISC1-IT1	DISC1 intronic transcript 1 (non-protein coding)				
DISC1FP1	DISC1 fusion partner 1 (non-protein coding)			100873152	
DISC2	disrupted in schizophrenia 2 (non-protein coding)		DISC1-AS1, DISC1OS, NCRNA00015	27184	
DISP1	dispatched homolog 1 (Drosophila)		DISPA, MGC13130, DKFZP434I0428, MGC16796	84976	Q96F81
DISP2	dispatched homolog 2 (Drosophila)		DISPB, KIAA1742, HsT16908	85455	A7MBM2
DIXDC1	DIX domain containing 1		KIAA1735	85458	Q155Q3
DKC1	dyskeratosis congenita 1, dyskerin	DKC	XAP101, dyskerin, NAP57, NOLA4	1736	O60832
DKK1	dickkopf 1 homolog (Xenopus laevis)		SK, DKK-1	22943	O94907
DKK2	dickkopf 2 homolog (Xenopus laevis)			27123	Q9UBU2
DKK3	dickkopf 3 homolog (Xenopus laevis)		REIC, RIG	27122	Q9UBP4
DKK4	dickkopf homolog 4 (Xenopus laevis)			27121	Q9UBT3
DKKL1	dickkopf-like 1		SGY-1, CT34	27120	Q9UK85
DKKL1P1	dickkopf-like 1 pseudogene 1	DKKL2	dJ854E16.1	128848	
DLAT	dihydrolipoamide S-acetyltransferase	DLTA	PDC-E2	1737	P10515
DLC1	deleted in liver cancer 1		HP, ARHGAP7, STARD12, DLC-1, p122-RhoGAP	10395	Q96QB1
DLD	dihydrolipoamide dehydrogenase	LAD, GCSL	DLDH	1738	P09622
DLEC1	deleted in lung and esophageal cancer 1		DLC1	9940	Q9Y238
DLEC1P1	deleted in lung and esophageal cancer 1 pseudogene 1			100421153	
DLEU1	deleted in lymphocytic leukemia 1 (non-protein coding)	DLB1, BCMS	LEU1, XTP6, NCRNA00021, LINC00021	10301	O43261
DLEU2	deleted in lymphocytic leukemia 2 (non-protein coding)	DLB2, BCMSUN, RFP2OS	LEU2, TRIM13OS, NCRNA00022, LINC00022, MIR15AHG	8847	
DLEU2L	deleted in lymphocytic leukemia 2-like	BCMSUNL		79469	
DLEU7	deleted in lymphocytic leukemia, 7		FLJ44882	220107	Q6UYE1
DLEU7-AS1	DLEU7 antisense RNA 1			100874074	
DLG1	discs, large homolog 1 (Drosophila)		SAP97, SAP-97, hdlg, DLGH1, dJ1061C18.1.1	1739	Q12959
DLG1-AS1	DLG1 antisense RNA 1			100507086	
DLG2	discs, large homolog 2 (Drosophila)		PSD-93, PSD93, chapsyn-110, PPP1R58	1740	Q15700
DLG2-AS1	DLG2 antisense RNA 1	DLG2AS, DLG2-AS	PSZA11q14, SZ-1	100302690	
DLG3	discs, large homolog 3 (Drosophila)		NE-Dlg, SAP102, SAP-102, NEDLG, KIAA1232, MRX90	1741	Q92796
DLG3-AS1	DLG3 antisense RNA 1			100873930	
DLG4	discs, large homolog 4 (Drosophila)		PSD-95, PSD95, SAP90, SAP-90	1742	P78352
DLG5	discs, large homolog 5 (Drosophila)		P-dlg, KIAA0583	9231	Q8TDM6
DLGAP1	discs, large (Drosophila) homolog-associated protein 1		GKAP, SAPAP1, DAP-1	9229	O14490
DLGAP1-AS1	DLGAP1 antisense RNA 1		HsT914, FLJ35776	649446	
DLGAP1-AS2	DLGAP1 antisense RNA 2		MGC11082	84777	
DLGAP1-AS3	DLGAP1 antisense RNA 3			201477	
DLGAP1-AS4	DLGAP1 antisense RNA 4				
DLGAP1-AS5	DLGAP1 antisense RNA 5			284215	
DLGAP2	discs, large (Drosophila) homolog-associated protein 2		DAP-2	9228	Q9P1A6
DLGAP3	discs, large (Drosophila) homolog-associated protein 3		SAPAP3, DAP3	58512	O95886
DLGAP4	discs, large (Drosophila) homolog-associated protein 4		DAP4, KIAA0964, SAPAP4	22839	Q9Y2H0
DLGAP5	discs, large (Drosophila) homolog-associated protein 5	DLG7	KIAA0008, DLG1, HURP	9787	Q15398
DLGAP5P1	discs, large (Drosophila) homolog-associated protein 5 pseudogene 1			360014	
DLK1	delta-like 1 homolog (Drosophila)		FA1, pG2, Pref-1, ZOG, Delta1	8788	P80370
DLK2	delta-like 2 homolog (Drosophila)	EGFL9	MGC2487	65989	Q6UY11
DLL1	delta-like 1 (Drosophila)			28514	O00548
DLL3	delta-like 3 (Drosophila)		SCDO1	10683	Q9NYJ7
DLL4	delta-like 4 (Drosophila)			54567	Q9NR61
DLST	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	DLTS		1743	P36957
DLSTP1	dihydrolipoamide S-succinyltransferase pseudogene 1	DLSTP		1744	
DLX1	distal-less homeobox 1			1745	P56177
DLX2	distal-less homeobox 2		TES-1	1746	Q07687
DLX3	distal-less homeobox 3			1747	O60479
DLX4	distal-less homeobox 4	DLX7, DLX9	DLX8, BP1	1748	Q92988
DLX5	distal-less homeobox 5			1749	P56178
DLX6	distal-less homeobox 6			1750	P56179
DLX6-AS1	DLX6 antisense RNA 1	NCRNA00212	FLJ34048, Evf-2	285987	
DLX6-AS2	DLX6 antisense RNA 2			100873931	
DM1	dystrophia myotonica 1 (includes dystrophia myotonia protein kinase)	DM			
DMAP1	DNA methyltransferase 1 associated protein 1		DNMAP1, FLJ11543, KIAA1425, DNMTAP1, EAF2, MEAF2, SWC4	55929	Q9NPF5
DMBT1	deleted in malignant brain tumors 1		GP340, muclin	1755	Q9UGM3
DMBX1	diencephalon/mesencephalon homeobox 1	OTX3	PAXB	127343	Q8NFW5
DMC1	DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)		LIM15	11144	Q14565
DMD	dystrophin		BMD, DXS142, DXS164, DXS206, DXS230, DXS239, DXS268, DXS269, DXS270, DXS272	1756	P11532
DMD-AS1	DMD antisense RNA 1			100873925	
DMD-AS2	DMD antisense RNA 2			100873915	
DMD-AS3	DMD antisense RNA 3			100873916	
DMGDH	dimethylglycine dehydrogenase			29958	Q9UI17
DMKN	dermokine		ZD52F10	93099	Q6E0U4
DMP1	dentin matrix acidic phosphoprotein 1			1758	Q13316
DMPK	dystrophia myotonica-protein kinase		DM, DM1, DMK, DM1PK, MDPK, MT-PK	1760	Q09013
DMRT1	doublesex and mab-3 related transcription factor 1		DMT1	1761	Q9Y5R6
DMRT2	doublesex and mab-3 related transcription factor 2			10655	Q9Y5R5
DMRT3	doublesex and mab-3 related transcription factor 3	DMRTA3		58524	Q9NQL9
DMRTA1	DMRT-like family A1			63951	Q5VZB9
DMRTA2	DMRT-like family A2			63950	Q96SC8
DMRTB1	DMRT-like family B with proline-rich C-terminal, 1			63948	Q96MA1
DMRTC1	DMRT-like family C1			63947	Q5HYR2
DMRTC1B	DMRT-like family C1B			728656	Q5HYR2
DMRTC2	DMRT-like family C2			63946	Q8IXT2
DMTF1	cyclin D binding myb-like transcription factor 1		DMP1, DMTF, hDMP1	9988	Q9Y222
DMWD	dystrophia myotonica, WD repeat containing		DMR-N9, gene59, D19S593E	1762	Q09019
DMXL1	Dmx-like 1			1657	Q9Y485
DMXL2	Dmx-like 2		RC3, KIAA0856	23312	Q8TDJ6
DNA2	DNA replication helicase 2 homolog (yeast)	DNA2L	KIAA0083	1763	P51530
DNAAF1	dynein, axonemal, assembly factor 1	LRRC50	FLJ25330, ODA7, CILD13	123872	Q8NEP3
DNAAF2	dynein, axonemal, assembly factor 2	C14orf104	FLJ10563, KTU, PF13, CILD10	55172	Q9NVR5
DNAAF3	dynein, axonemal, assembly factor 3	C19orf51, CILD2	FLJ40069, FLJ36139, PF22, PCD	352909	Q8N9W5
DNAH1	dynein, axonemal, heavy chain 1		XLHSRF-1, DNAHC1, HDHC7, HL-11, HL11	25981	Q9P2D7
DNAH2	dynein, axonemal, heavy chain 2	DNHD3	KIAA1503, FLJ46675	146754	Q9P225
DNAH3	dynein, axonemal, heavy chain 3		Dnahc3b, DLP3, Hsadhc3, DKFZp434N074	55567	Q8TD57
DNAH5	dynein, axonemal, heavy chain 5		Dnahc5, HL1, PCD, CILD3, KTGNR	1767	Q8TE73
DNAH6	dynein, axonemal, heavy chain 6	DNHL1	Dnahc6, HL-2, FLJ37357	1768	Q9C0G6
DNAH7	dynein, axonemal, heavy chain 7		KIAA0944	56171	Q8WXX0
DNAH8	dynein, axonemal, heavy chain 8		hdhc9	1769	Q96JB1
DNAH9	dynein, axonemal, heavy chain 9	DNAH17L	Dnahc9, KIAA0357, HL20, HL-20, DNAL1, DYH9	1770	Q9NYC9
DNAH10	dynein, axonemal, heavy chain 10		FLJ43808	196385	Q8IVF4
DNAH10OS	dynein, axonemal, heavy chain 10 opposite strand		FLJ45278	642797	P0CZ25
DNAH11	dynein, axonemal, heavy chain 11		Dnahc11, DPL11, CILD7, DNAHC11, DNAHBL, DNHBL	8701	Q96DT5
DNAH12	dynein, axonemal, heavy chain 12	DNHD2, DNAH12L, DNAH7L	DLP12, Dnahc3, HL-19, hdhc3, DHC3, FLJ40427, FLJ44290	201625	Q6ZR08
DNAH14	dynein, axonemal, heavy chain 14	C1orf67	Dnahc14, HL-18, HL18, DKFZp781B1548, MGC27277	127602	Q0VDD8
DNAH17	dynein, axonemal, heavy chain 17	DNAHL1	DNEL2, FLJ40457	8632	Q9UFH2
DNAI1	dynein, axonemal, intermediate chain 1		PCD, CILD1	27019	Q9UI46
DNAI2	dynein, axonemal, intermediate chain 2		CILD9	64446	Q9GZS0
DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	HSJ2	HSPF4, hdj-2, dj-2, NEDD7	3301	P31689
DNAJA1P1	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 1			100129308	
DNAJA1P2	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 2			100131207	
DNAJA1P3	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 3			644588	
DNAJA1P4	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 4			728614	
DNAJA1P5	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 5			94236	
DNAJA1P6	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 6			100421542	
DNAJA2	DnaJ (Hsp40) homolog, subfamily A, member 2		HIRIP4, DNAJ, CPR3, DNJ3	10294	O60884
DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3	TID1	hTid-1	9093	Q96EY1
DNAJA4	DnaJ (Hsp40) homolog, subfamily A, member 4		PRO1472	55466	Q8WW22
DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	HSPF1	Hsp40, Sis1, RSPH16B	3337	P25685
DNAJB1P1	DnaJ (Hsp40) homolog, subfamily B, member 1 pseudogene 1	DNAJB1P	psiHSP40	171221	
DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	HSJ1	HSPF3	3300	P25686
DNAJB3	DnaJ (Hsp40) homolog, subfamily B, member 3		HCG3	414061	Q8WWF6
DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4		HLJ1	11080	Q9UDY4
DNAJB5	DnaJ (Hsp40) homolog, subfamily B, member 5		Hsc40	25822	O75953
DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6		MRJ	10049	O75190
DNAJB7	DnaJ (Hsp40) homolog, subfamily B, member 7		HSC3	150353	Q7Z6W7
DNAJB8	DnaJ (Hsp40) homolog, subfamily B, member 8		MGC33884	165721	Q8NHS0
DNAJB8-AS1	DNAJB8 antisense RNA 1			285224	
DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	MDG1		4189	Q9UBS3
DNAJB11	DnaJ (Hsp40) homolog, subfamily B, member 11		EDJ, HEDJ, ERdj3	51726	Q9UBS4
DNAJB12	DnaJ (Hsp40) homolog, subfamily B, member 12		DJ10, FLJ20027	54788	Q9NXW2
DNAJB13	DnaJ (Hsp40) homolog, subfamily B, member 13		TSARG6, RSPH16A	374407	P59910
DNAJB14	DnaJ (Hsp40) homolog, subfamily B, member 14		FLJ14281	79982	Q8TBM8
DNAJC1	DnaJ (Hsp40) homolog, subfamily C, member 1		DNAJL1, ERdj1, MTJ1	64215	Q96KC8
DNAJC2	DnaJ (Hsp40) homolog, subfamily C, member 2	ZRF1	MPP11, MPHOSPH11, ZUO1, zuotin	27000	Q99543
DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	PRKRI	P58, P58IPK, HP58	5611	Q13217
DNAJC3-AS1	DNAJC3 antisense RNA 1 (head to head)			100289274	
DNAJC4	DnaJ (Hsp40) homolog, subfamily C, member 4	HSPF2	MCG18	3338	Q9NNZ3
DNAJC5	DnaJ (Hsp40) homolog, subfamily C, member 5	CLN4	FLJ00118, FLJ13070, DNAJC5A	80331	Q9H3Z4
DNAJC5B	DnaJ (Hsp40) homolog, subfamily C, member 5 beta		MGC26226, CSP-beta	85479	Q9UF47
DNAJC5G	DnaJ (Hsp40) homolog, subfamily C, member 5 gamma		FLJ40417, CSP-gamma	285126	Q8N7S2
DNAJC6	DnaJ (Hsp40) homolog, subfamily C, member 6		KIAA0473	9829	O75061
DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7	TTC2	TPR2	7266	Q99615
DNAJC8	DnaJ (Hsp40) homolog, subfamily C, member 8		SPF31	22826	O75937
DNAJC8P1	DnaJ (Hsp40) homolog, subfamily C, member 8 pseudogene 1			319111	
DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9		JDD1, SB73	23234	Q8WXX5
DNAJC9-AS1	DNAJC9 antisense RNA 1	C10orf103	bA537A6.3	414245	A6NH13
DNAJC10	DnaJ (Hsp40) homolog, subfamily C, member 10		ERdj5, PDIA19	54431	Q8IXB1
DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11		FLJ10737	55735	Q9NVH1
DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12		JDP1	56521	Q9UKB3
DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13		RME8, KIAA0678	23317	O75165
DNAJC14	DnaJ (Hsp40) homolog, subfamily C, member 14		DNAJ, DRIP78, HDJ3, LIP6, FLJ32792	85406	Q6Y2X3
DNAJC15	DnaJ (Hsp40) homolog, subfamily C, member 15	DNAJD1	MCJ	29103	Q9Y5T4
DNAJC16	DnaJ (Hsp40) homolog, subfamily C, member 16		KIAA0962	23341	Q9Y2G8
DNAJC17	DnaJ (Hsp40) homolog, subfamily C, member 17		FLJ10634	55192	Q9NVM6
DNAJC18	DnaJ (Hsp40) homolog, subfamily C, member 18		MGC29463	202052	Q9H819
DNAJC19	DnaJ (Hsp40) homolog, subfamily C, member 19		TIMM14, Tim14, Pam18	131118	Q96DA6
DNAJC21	DnaJ (Hsp40) homolog, subfamily C, member 21		GS3, DNAJA5, JJJ1	134218	Q5F1R6
DNAJC22	DnaJ (Hsp40) homolog, subfamily C, member 22		wus, FLJ13236	79962	Q8N4W6
DNAJC24	DnaJ (Hsp40) homolog, subfamily C, member 24	ZCSL3, DPH4	JJJ3	120526	Q6P3W2
DNAJC25	DnaJ (Hsp40) homolog, subfamily C , member 25		bA16L21.2.1	548645	Q9H1X3
DNAJC25-GNG10	DNAJC25-GNG10 readthrough			552891	
DNAJC27	DnaJ (Hsp40) homolog, subfamily C, member 27	RBJ	RabJS	51277	Q9NZQ0
DNAJC27-AS1	DNAJC27 antisense RNA 1			729723	
DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28	C21orf55	C21orf78	54943	Q9NX36
DNAJC30	DnaJ (Hsp40) homolog, subfamily C, member 30	WBSCR18		84277	Q96LL9
DNAL1	dynein, axonemal, light chain 1	C14orf168	MGC12435, 1700010H15RiK, CILD16	83544	Q4LDG9
DNAL4	dynein, axonemal, light chain 4		dJ327J16, PIG27	10126	O96015
DNALI1	dynein, axonemal, light intermediate chain 1		P28, hp28, dJ423B22.5	7802	O14645
DNASE1	deoxyribonuclease I	DNL1		1773	P24855
DNASE1L1	deoxyribonuclease I-like 1	DNL1L	DNAS1L1, XIB, DNASEX	1774	P49184
DNASE1L2	deoxyribonuclease I-like 2		DNAS1L2	1775	Q92874
DNASE1L3	deoxyribonuclease I-like 3		DNAS1L3, LSD	1776	Q13609
DNASE2	deoxyribonuclease II, lysosomal	DNL, DNL2		1777	O00115
DNASE2B	deoxyribonuclease II beta		DLAD	58511	Q8WZ79
DND1	dead end homolog 1 (zebrafish)		MGC34750, RBMS4	373863	Q8IYX4
DND1P1	dead end homolog 1 pseudogene 1			644157	
DND1P2	dead end homolog 1 pseudogene 2			644256	
DNER	delta/notch-like EGF repeat containing		UNQ26, bet	92737	Q8NFT8
DNHD1	dynein heavy chain domain 1	DHCD1, C11orf47, DNHD1L, CCDC35	FLJ32752, FLJ46184, FLJ35709, DKFZp686J0796	144132	Q96M86
DNLZ	DNL-type zinc finger	C9orf151	RP11-413M3.2, ZIM17, bA413M3.2, TIMM15	728489	Q5SXM8
DNM1	dynamin 1	DNM		1759	Q05193
DNM1L	dynamin 1-like		DRP1, DVLP, HDYNIV, DYMPLE, VPS1	10059	O00429
DNM1P5	DNM1 pseudogene 5	DNM1DN5	DNM1DN5@	728770	
DNM1P9	DNM1 pseudogene 9	DNM1DN9@, DNM1DN9	DNM1DN9-1	400403	
DNM1P17	DNM1 pseudogene 17	DNM1DN17	DNM1DN17@	100131084	
DNM1P18	DNM1 pseudogene 18	DNM1DN18		387553	
DNM1P19	DNM1 pseudogene 19	DNM1DN19		387554	
DNM1P24	DNM1 pseudogene 24	DNM1DN15@	DNM1DN15-1	100216505	
DNM1P25	DNM1 pseudogene 25	DNM1DN15@	DNM1DN15-3	100216506	
DNM1P26	DNM1 pseudogene 26	DNM1DN16@	DNM1DN16-1	100216507	
DNM1P27	DNM1 pseudogene 27	DNM1DN16@	DNM1DN16-3	100216514	
DNM1P28	DNM1 pseudogene 28	DNM1DN3@	DNM1DN3-1, DNM1DN3-3	100132031	
DNM1P29	DNM1 pseudogene 29	DNM1DN3@	DNM1DN3-2	100132204	
DNM1P30	DNM1 pseudogene 30	DNM1DN3@, DNM1DN4@	DNM1DN3-4, DNM1DN4-3	728388	
DNM1P31	DNM1 pseudogene 31	DNM1DN4@	DNM1DN4-2	644153	
DNM1P32	DNM1 pseudogene 32	DNM1DN4@	DNM1DN4-5	100132100	
DNM1P33	DNM1 pseudogene 33	DNM1DN7@	DNM1DN7-2	554175	
DNM1P34	DNM1 pseudogene 34	DNM1DN8@	DNM1DN8-1, DNM1DN8-5	729809	Q6PK57
DNM1P35	DNM1 pseudogene 35	DNM1DN8@	DNM1DN8-2	100128285	
DNM1P36	DNM1 pseudogene 36	DNM1DN8@	DNM1DN8-3	100216515	
DNM1P37	DNM1 pseudogene 37	DNM1DN10@	DNM1DN10-1	100216516	
DNM1P38	DNM1 pseudogene 38	DNM1DN10@	DNM1DN10-2	100216517	
DNM1P39	DNM1 pseudogene 39	DNM1DN11@	DNM1DN11-3	100216518	
DNM1P40	DNM1 pseudogene 40	DNM1DN11@	DNM1DN11-5	400433	
DNM1P41	DNM1 pseudogene 41	DNM1DN11@	DNM1DN11-6	440299	
DNM1P42	DNM1 pseudogene 42	DNM1DN11@	DNM1DN11-8	100216541	
DNM1P43	DNM1 pseudogene 43	DNM1DN11@	DNM1DN11-10	100216466	
DNM1P44	DNM1 pseudogene 44	DNM1DN11@	DNM1DN11-13	440303	
